film_title,release_year,imdb_rating,vote_count,duration_min,genre,is_top_100
Hunterrr,2015,7.0,5196.0,141.0,Comedy|Romance,0
Hyderabad Blues 2,2004,6.2,222.0,130.0,Comedy|Drama,0
I Am (2010 Indian film),2010,6.9,804.0,95.0,Drama,0
I Am Kalam,2010,8.0,3186.0,88.0,Comedy|Drama|Family,0
I Hate Luv Storys,2010,5.6,7059.0,129.0,Comedy|Drama|Romance,0
I Know Who Killed Me,2007,3.6,31000.0,105.0,Horror|Mystery|Thriller,0
I Love Desi,2015,0.0,0.0,130.0,Comedy|Romance,0
I Love NY (2015 film),2015,3.6,499.0,127.0,Comedy|Romance,0
I Proud to Be an Indian,2004,6.1,483.0,129.0,Action|Crime|Drama,0
I See You (2006 film),2006,4.1,1060.0,122.0,Comedy|Drama|Fantasy,0
I'll Always Know What You Did Last Summer,2006,3.4,13000.0,92.0,Horror|Mystery|Thriller,0
Ikiru,1952,8.3,1213.5,130.0,Drama,1
Impatient Vivek,2011,2.3,56.0,130.0,Comedy|Drama|Romance,0
In the Name of the King: A Dungeon Siege Tale,2007,3.8,51000.0,127.0,Action|Adventure|Fantasy,0
Inception,2010,8.7,1213.5,130.0,Action|Adventure|Sci-Fi,1
India's Most Wanted (film),2019,4.4,1449.0,123.0,Action|Thriller,0
Indian (2001 film),2001,5.3,1991.0,178.0,Action|Crime|Drama,0
Indian Babu,2003,4.7,47.0,130.0,Drama|Romance,0
Indiana Jones and the Raiders of the Lost Ark,1981,8.4,1213.5,130.0,Action|Adventure,1
Indu Sarkar,2017,6.0,1287.0,139.0,Drama|History|Thriller,0
Inglourious Basterds,2009,8.4,1213.5,130.0,Adventure|Drama|War,1
Inkaar (2013 film),2013,6.1,2352.0,125.0,Drama|Romance|Thriller,0
Insaaf: The Justice,2004,4.0,81.0,130.0,Drama,0
Insan,2005,4.6,1174.0,141.0,Action|Crime|Drama,0
Inteha (2003 film),2003,5.3,131.0,155.0,Drama|Thriller,0
Inteqam: The Perfect Game,2004,5.3,78.0,127.0,Action|Thriller,0
Interstellar,2014,8.7,1213.5,130.0,Adventure|Drama|Sci-Fi,1
Iqbal (film),2005,8.1,14864.0,132.0,Drama|Sport,0
Iqraar by Chance,2006,4.7,39.0,130.0,Comedy|Romance,0
Irada (2017 film),2017,6.2,1024.0,109.0,Drama|Mystery|Thriller,0
Irudhi Suttru,2016,7.6,10507.0,109.0,Action|Drama|Sport,0
Ishaqzaade,2012,6.5,6214.0,120.0,Action|Drama|Romance,0
Ishkq in Paris,2013,3.8,692.0,95.0,Comedy|Romance,0
Ishq Click,2016,4.4,83.0,165.0,Drama|Romance,0
Ishq Forever,2016,3.8,89.0,125.0,Romance,0
Ishq Hai Tumse,2004,3.1,139.0,148.0,Romance,0
Ishq Ke Parindey,2015,6.7,49.0,120.0,Music|Romance,0
Ishq Vishk,2003,6.0,3647.0,134.0,Comedy|Romance,0
Ishqedarriyaan,2015,4.9,133.0,132.0,Romance,0
Ishqeria,2018,4.2,139.0,118.0,Comedy|Romance,0
Ishqiya,2010,7.3,9431.0,118.0,Comedy|Drama|Romance,0
Isi Life Mein,2010,5.7,344.0,139.0,Comedy|Drama|Romance,0
Island City (2015 film),2015,6.8,291.0,108.0,Drama,0
Issaq,2013,4.4,415.0,148.0,Drama|Romance,0
It's a Wonderful Afterlife,2010,5.3,1385.0,100.0,Comedy|Drama|Fantasy,0
It's a Wonderful Life,1946,8.6,1213.5,130.0,Drama|Family|Fantasy,1
Ittefaq (2001 film),2001,4.6,67.0,138.0,Action|Comedy|Drama,0
JD (film),2017,6.5,13.0,127.0,Drama,0
Jaal: The Trap,2003,4.1,402.0,142.0,Action|Drama|Romance,0
Jaan-E-Mann,2006,6.0,7571.0,165.0,Drama|Musical|Romance,0
Jaane Hoga Kya,2006,2.8,157.0,155.0,Action|Crime|Sci-Fi,0
Jaane Kahan Se Aayi Hai,2010,3.8,512.0,94.0,Comedy|Drama|Fantasy,0
Jaane Kyun De Yaaron,2018,4.4,25.0,131.0,Drama,0
Jaani Dushman: Ek Anokhi Kahani,2002,2.8,2748.0,170.0,Action|Fantasy|Thriller,0
Jab Harry Met Sejal,2017,5.3,17317.0,143.0,Comedy|Drama|Romance,0
Jab Tak Hai Jaan,2012,6.7,48945.0,176.0,Drama|Romance,0
Jab We Met,2007,7.9,43507.0,138.0,Comedy|Drama|Romance,0
Jabariya Jodi,2019,4.2,767.0,125.0,Action|Comedy|Drama,0
Jack and Dil,2018,5.1,55.0,98.0,Comedy|Family,0
Jack and Jill,2011,3.3,89000.0,91.0,Comedy,0
Jackpot (2013 film),2013,2.0,657.0,132.0,Comedy|Thriller,0
Jagga Jasoos,2017,6.4,8162.0,161.0,Action|Adventure|Comedy,0
Jahan Jaaeyega Hamen Paaeyega,2007,4.3,29.0,137.0,Action|Crime|Drama,0
Jai Chiranjeeva,2005,5.8,464.0,174.0,Action|Comedy|Drama,0
Jai Gangaajal,2016,5.6,2308.0,149.0,Crime|Drama,0
Jai Ho (film),2014,5.2,15868.0,135.0,Action|Drama,0
Jai Jawaan Jai Kisaan (film),2015,5.4,24.0,100.0,Biography|Drama|History,0
Jai Veeru,2009,3.5,237.0,160.0,Action|Adventure|Crime,0
Jail (2009 film),2009,6.2,1097.0,131.0,Drama,0
Jajantaram Mamantaram,2003,5.7,516.0,122.0,Action|Comedy|Family,0
Jal (film),2013,6.8,415.0,126.0,Drama,0
Jalebi (film),2018,6.3,1598.0,112.0,Drama,0
Jalpari: The Desert Mermaid,2012,7.2,334.0,94.0,Drama|Family|Mystery,0
James (2005 film),2005,3.6,312.0,130.0,Action|Romance,0
Janasheen,2003,2.9,327.0,162.0,Action|Drama|Musical,0
Jannat (film),2008,6.9,5196.0,140.0,Crime|Drama|Romance,0
Jattu Engineer,2017,6.0,3309.0,139.0,Comedy,0
Jawani Diwani: A Youthful Joyride,2006,2.8,433.0,111.0,Romance,0
Jaws 3-D,1983,3.7,47000.0,99.0,Adventure|Horror|Thriller,0
Jaws: The Revenge,1987,3.0,49000.0,89.0,Adventure|Horror|Thriller,0
Jayantabhai Ki Luv Story,2013,5.3,1143.0,130.0,Action|Comedy|Romance,0
Jazbaa,2015,5.8,3021.0,119.0,Action|Crime|Drama,0
Jeena Hai Toh Thok Daal,2012,6.0,22.0,123.0,Drama,0
Jeena Isi Ka Naam Hai (film),2017,5.6,82.0,173.0,Drama,0
Jeena Sirf Merre Liye,2002,4.5,655.0,137.0,Romance,0
Jeepers Creepers: Reborn,2022,2.5,13000.0,88.0,Horror|Mystery|Thriller,0
Jhalki,2019,7.2,665.0,104.0,Drama,0
Jhankaar Beats,2003,7.2,1839.0,143.0,Comedy|Music,0
Jhoom Barabar Jhoom,2007,3.7,2865.0,138.0,Drama|Romance,0
Jhootha Hi Sahi,2010,6.1,1733.0,142.0,Comedy|Drama|Romance,0
Jhootha Kahin Ka,2019,4.8,215.0,133.0,Comedy,0
Jia Aur Jia,2017,4.6,140.0,93.0,Drama,0
Jigariyaa,2014,4.9,286.0,142.0,Drama,0
Jigyaasa,2006,3.6,255.0,147.0,Drama,0
Jimmy (2008 film),2008,1.5,176.0,130.0,Action|Crime|Drama,0
Jism (2003 film),2003,5.2,1933.0,136.0,Drama|Romance|Thriller,0
Jo Bole So Nihaal (film),2005,3.5,572.0,125.0,Action|Comedy,0
Jo Hum Chahein,2011,5.4,94.0,130.0,Drama|Romance,0
Jodhaa Akbar,2008,7.6,27541.0,213.0,Action|Drama|History,0
Jodi Breakers,2012,3.5,1063.0,127.0,Comedy|Musical|Romance,0
Jodi No.1,2001,5.8,1988.0,140.0,Comedy|Romance,0
Joggers' Park (film),2003,6.2,335.0,133.0,Comedy|Romance,0
John Day (film),2013,5.7,735.0,138.0,Drama,0
Johnny Gaddaar,2007,7.8,10612.0,135.0,Crime|Drama|Mystery,0
Joker,2019,8.4,1213.5,130.0,Crime|Drama|Thriller,1
Joker (2012 film),2012,2.4,4716.0,104.0,Comedy|Family|Sci-Fi,0
Jolly LLB,2013,7.5,15157.0,135.0,Comedy|Drama,0
Judgementall Hai Kya,2019,6.0,3269.0,121.0,Comedy|Drama|Thriller,0
Judwaa 2,2017,3.8,7418.0,145.0,Action|Comedy,0
Jugni (2016 film),2016,6.2,126.0,115.0,Drama,0
Julie (2004 film),2004,4.1,364.0,144.0,Drama,0
Julie 2,2017,2.5,250.0,159.0,Drama|Romance,0
Junglee (2019 film),2019,5.3,1064.0,115.0,Action|Adventure,0
Junooniyat,2016,4.2,610.0,155.0,Drama|Romance,0
Jurm (2005 film),2005,5.5,407.0,150.0,Crime|Drama|Mystery,0
Just Married (2007 film),2007,5.4,434.0,130.0,Comedy|Drama|Romance,0
Kaabil,2017,7.1,22695.0,139.0,Action|Drama|Thriller,0
Kaagaz Ke Fools,2015,3.9,109.0,109.0,Comedy,0
Kaal (2005 film),2005,4.6,4432.0,126.0,Adventure|Horror|Mystery,0
Kaalakaandi,2018,6.2,1978.0,112.0,Comedy|Thriller,0
Kaalo,2010,3.2,209.0,79.0,Action|Drama|Horror,0
Kaanchi: The Unbreakable,2014,4.3,539.0,151.0,Drama|Musical|Romance,0
Kaante,2002,6.6,4267.0,150.0,Action|Crime|Drama,0
Kaashi in Search of Ganga,2018,5.6,201.0,125.0,Thriller,0
Kabhi Alvida Naa Kehna,2006,6.1,17001.0,193.0,Drama|Romance,0
Kabhi Khushi Kabhie Gham...,2001,7.4,41143.0,210.0,Drama|Musical|Romance,0
Kabhie Tum Kabhie Hum,2002,4.7,13.0,130.0,Comedy|Drama|Family,0
Kabir Singh,2019,7.2,20535.0,173.0,Drama|Romance,0
Kabul Express,2006,6.8,2923.0,105.0,Adventure|Comedy|Drama,0
Kadvi Hawa,2017,8.0,565.0,95.0,Drama,0
Kagaar: Life on the Edge,2003,6.2,42.0,150.0,Crime|Drama,0
Kahaani,2012,8.1,53181.0,122.0,Mystery|Thriller,0
Kahin Hai Mera Pyar,2014,6.5,13.0,138.0,Drama|Musical|Romance,0
Kai Po Che!,2013,7.6,25031.0,120.0,Drama|Sport,0
Kaise Kahoon Ke... Pyaar Hai,2003,3.8,28.0,130.0,Crime|Romance,0
Kal Ho Naa Ho,2003,8.0,58925.0,186.0,Comedy|Drama|Romance,0
Kalank,2019,3.6,9106.0,166.0,Drama|Romance,0
Kalyug (2005 film),2005,6.5,2170.0,126.0,Action|Crime|Drama,0
Kaminey,2009,7.4,15696.0,130.0,Action|Crime|Drama,0
Kapoor & Sons,2016,7.7,20586.0,132.0,Comedy|Drama|Romance,0
Karam (film),2005,5.5,1215.0,117.0,Action|Thriller,0
Karar: The Deal,2014,4.3,53.0,115.0,Thriller,0
Karle Pyaar Karle,2014,2.8,111.0,110.0,Action|Romance,0
Karma Aur Holi,2009,3.0,115.0,110.0,Drama,0
Karthik Calling Karthik,2010,7.0,9451.0,135.0,Drama|Mystery|Thriller,0
Karwaan,2018,7.5,9436.0,114.0,Comedy|Drama,0
Karz: The Burden of Truth,2002,3.9,356.0,173.0,Action|Crime|Drama,0
Karzzzz,2008,2.1,1117.0,142.0,Action|Drama|Musical,0
Kasak (2005 film),2005,4.6,58.0,107.0,Drama,0
Kasam (2001 film),2001,4.4,92.0,130.0,Action|Drama,0
Kash Aap Hamare Hote,2003,5.2,80.0,130.0,Family|Musical|Romance,0
Kasoor,2001,6.0,801.0,151.0,Drama|Mystery|Thriller,0
Katti Batti,2015,4.9,2543.0,135.0,Comedy|Drama|Romance,0
Kaun Hai Jo Sapno Mein Aaya,2004,5.1,41.0,127.0,Musical,0
Kaun Kitne Paani Mein,2015,6.2,417.0,112.0,Comedy|Drama|Family,0
Kazaam,1996,3.1,25000.0,93.0,Comedy|Family|Fantasy,0
Keep Safe Distance (film),2019,0.0,0.0,128.0,Action|Thriller,0
Kehtaa Hai Dil Baar Baar,2002,4.7,171.0,119.0,Comedy|Drama|Romance,0
Kesari (film),2019,7.4,10653.0,150.0,Action|Drama|History,0
Khajoor Pe Atke,2018,5.6,182.0,119.0,Comedy,0
Khakee,2004,7.4,14234.0,174.0,Action|Crime|Drama,0
Khamosh Pani,2003,7.6,1006.0,99.0,Drama,0
Khamoshh... Khauff Ki Raat,2005,3.3,219.0,123.0,Mystery|Thriller,0
Khamoshi (2019 film),2019,3.7,153.0,96.0,Horror|Thriller,0
Khamoshiyan,2015,4.0,1074.0,122.0,Drama|Horror|Romance,0
Khap (film),2011,5.8,92.0,125.0,Drama|Thriller,0
Khatta Meetha (2010 film),2010,5.6,8717.0,157.0,Comedy|Crime|Drama,0
Khel Toh Ab Shuru Hoga,2016,0.0,0.0,130.0,Action|Thriller,0
Khel – No Ordinary Game,2003,4.0,432.0,174.0,Action|Crime|Drama,0
Khichdi: The Movie,2010,7.2,1774.0,120.0,Comedy|Family,0
Khoobsurat (2014 film),2014,6.4,6981.0,130.0,Comedy|Romance,0
Khosla Ka Ghosla,2006,8.3,20538.0,135.0,Comedy|Crime|Drama,0
Khoya Khoya Chand,2007,6.3,477.0,131.0,Drama|Romance,0
Khuda Kasam,2010,4.2,82.0,160.0,Action|Crime|Drama,0
Khushi (2003 Hindi film),2003,4.4,1458.0,161.0,Action|Drama|Romance,0
Khwaabb,2014,5.6,62.0,90.0,Drama|Romance|Sport,0
Khwahish,2003,4.2,186.0,152.0,Drama|Musical|Romance,0
Ki & Ka,2016,5.8,4853.0,126.0,Comedy|Romance,0
Kick (2014 film),2014,5.3,22323.0,146.0,Action|Comedy,0
Kill Dil,2014,4.3,3641.0,127.0,Action|Drama|Romance,0
Kirk Cameron's Saving Christmas,2014,1.3,17000.0,79.0,Comedy|Family,0
Kis Kis Ki Kismat,2004,2.5,126.0,142.0,Comedy,0
Kis Kisko Pyaar Karoon,2015,5.7,5251.0,133.0,Comedy,0
Kisaan,2009,5.4,256.0,100.0,Action|Crime|Drama,0
Kismat (2004 film),2004,3.7,412.0,143.0,Action|Drama,0
Kismat Konnection,2008,5.2,4894.0,153.0,Comedy|Drama|Romance,0
Kismat Love Paisa Dilli,2012,4.2,532.0,129.0,Adventure|Comedy|Crime,0
Kisna: The Warrior Poet,2005,4.5,1250.0,170.0,Drama|History|Musical,0
Kisse Pyaar Karoon,2009,3.3,120.0,123.0,Action|Comedy|Crime,0
Kites (film),2010,6.0,11605.0,123.0,Action|Drama|Romance,0
Kitne Door Kitne Paas,2002,4.5,269.0,146.0,Comedy|Romance,0
Knock Out (2010 film),2010,5.9,1857.0,117.0,Action|Crime|Drama,0
Koi Aap Sa,2005,5.4,194.0,142.0,Comedy|Drama|Romance,0
Koi Mere Dil Mein Hai,2005,4.8,71.0,128.0,Drama|Romance,0
Koi Mere Dil Se Poochhe,2002,3.4,241.0,165.0,Musical|Romance|Thriller,0
Koi... Mil Gaya,2003,7.1,19430.0,171.0,Action|Drama|Romance,0
Koyelaanchal,2014,5.6,240.0,145.0,Action|Drama,0
Kranti (2002 film),2002,3.7,338.0,142.0,Action|Drama,0
Krazzy 4,2008,4.2,1832.0,110.0,Comedy|Crime|Drama,0
Krishna Aur Kans,2012,6.3,157.0,117.0,Action|Adventure|Animation,0
Krishna Cottage,2004,5.1,815.0,124.0,Horror|Mystery,0
Krrish,2006,6.3,16590.0,185.0,Action|Sci-Fi,0
Kucch Luv Jaisaa,2011,4.3,119.0,105.0,Drama,0
Kucch To Hai,2003,4.2,762.0,143.0,Horror|Mystery,0
Kuch Khatti Kuch Meethi,2001,4.6,574.0,120.0,Comedy|Drama|Family,0
Kuch Kuch Locha Hai,2015,2.5,707.0,143.0,Comedy|Drama,0
Kuch Naa Kaho,2003,5.4,2123.0,169.0,Drama|Romance,0
Kuch Tum Kaho Kuch Hum Kahein,2002,5.6,487.0,171.0,Action|Drama|Romance,0
Kuchh Bheege Alfaaz,2018,7.5,578.0,116.0,Romance,0
Kuchh Meetha Ho Jaye,2005,3.4,266.0,125.0,Comedy|Romance,0
Kudiyon Ka Hai Zamana,2006,3.6,64.0,112.0,Comedy,0
Kuku Mathur Ki Jhand Ho Gayi,2014,5.4,229.0,109.0,Comedy|Romance,0
Kurbaan (2009 film),2009,5.7,4351.0,161.0,Action|Crime|Drama,0
Kushti (film),2010,4.3,146.0,121.0,Comedy,0
Kya Dilli Kya Lahore,2014,7.4,1761.0,98.0,Drama|History|War,0
Kya Love Story Hai,2007,3.6,319.0,120.0,Comedy|Drama|Romance,0
Kya Yehi Pyaar Hai,2002,3.8,401.0,145.0,Drama|Romance,0
Kyaa Dil Ne Kahaa,2002,3.0,231.0,130.0,Family|Romance,0
Kyaa Kool Hai Hum,2005,6.1,2956.0,172.0,Comedy|Mystery,0
Kyaa Kool Hain Hum 3,2016,1.9,3899.0,124.0,Comedy,0
Kyaa Super Kool Hain Hum,2012,5.0,3494.0,136.0,Comedy,0
Kyo Kii... Main Jhuth Nahin Bolta,2001,5.3,1696.0,131.0,Comedy|Fantasy,0
Kyon Ki,2005,5.5,3316.0,160.0,Drama|Romance,0
Kyun! Ho Gaya Na...,2004,4.2,1610.0,165.0,Comedy|Drama|Romance,0
LOC Kargil,2003,5.1,2284.0,255.0,Drama|History|War,0
Laaga Chunari Mein Daag,2007,5.3,2160.0,122.0,Drama|Family|Romance,0
Laal Rang,2016,8.0,3741.0,147.0,Action|Crime|Drama,0
Ladies vs Ricky Bahl,2011,5.9,8069.0,140.0,Comedy|Drama|Romance,0
Lafangey Parindey,2010,5.2,1871.0,126.0,Action|Drama|Romance,0
Lagaan,2001,8.1,95686.0,224.0,Adventure|Drama|Musical,0
Lage Raho Munna Bhai,2006,8.1,39486.0,144.0,Comedy|Drama|Romance,0
Lahore (film),2010,6.4,502.0,145.0,Action|Drama|Sport,0
Laila Majnu (2018 film),2018,7.7,1633.0,140.0,Drama|Romance,0
Lajja (2001 film),2001,6.7,2357.0,202.0,Crime|Drama,0
Lakeer – Forbidden Lines,2004,4.4,819.0,170.0,Action|Drama|Romance,0
Lakshmi (2014 film),2014,8.0,1240.0,115.0,Drama,0
Lakshya (film),2004,7.9,18777.0,186.0,Action|Drama|Romance,0
Lamhaa,2010,5.0,594.0,152.0,Action|Drama|Thriller,0
Lawrence of Arabia,1962,8.3,1213.5,130.0,Adventure|Biography|Drama,1
Laxmii,2020,2.5,58000.0,141.0,Action|Comedy|Horror,0
Left Behind,2014,3.1,42000.0,110.0,Action|Fantasy|Sci-Fi,0
Lekar Hum Deewana Dil,2014,4.9,653.0,140.0,Comedy|Romance,0
Life Express (2010 film),2010,4.8,40.0,125.0,Drama,0
Life Is Beautiful,1997,8.6,1213.5,130.0,Comedy|Drama|Romance,1
Life Is Beautiful (2014 film),2014,5.3,43.0,116.0,Comedy|Romance,0
Life Ki Toh Lag Gayi,2012,5.5,233.0,155.0,Comedy,0
Life Mein Kabhie Kabhiee,2007,5.9,245.0,145.0,Drama|Thriller,0
Life Partner,2009,5.2,1176.0,138.0,Comedy|Drama|Romance,0
Life in a... Metro,2007,7.4,10056.0,132.0,Comedy|Drama|Romance,0
Lipstick Under My Burkha,2016,6.8,5583.0,117.0,Drama,0
Listen... Amaya,2013,6.8,553.0,108.0,Drama,0
Little Zizou,2008,6.7,348.0,96.0,Drama|Family,0
Login (film),2012,6.2,87.0,125.0,Drama|Thriller,0
Loins of Punjab Presents,2007,7.0,749.0,88.0,Comedy|Music,0
London Dreams,2009,5.4,3905.0,146.0,Drama|Music,0
Lootera,2013,7.3,13794.0,136.0,Drama|Romance,0
Love Aaj Kal,2009,6.8,13609.0,128.0,Comedy|Drama|Romance,0
Love Breakups Zindagi,2011,5.7,930.0,156.0,Comedy|Drama|Romance,0
Love Games (film),2016,4.3,744.0,114.0,Thriller,0
Love Ke Chakkar Mein,2006,4.2,37.0,126.0,Comedy,0
Love Ke Liye Kuch Bhi Karega,2001,6.0,1409.0,131.0,Comedy|Crime|Romance,0
Love Sex Aur Dhokha,2010,7.1,4894.0,155.0,Comedy|Crime|Drama,0
Love Shagun,2016,5.8,91.0,120.0,Comedy|Romance,0
Love Sonia,2018,7.4,1048.0,122.0,Drama,0
Love Story 2050,2008,2.6,2157.0,180.0,Action|Adventure|Drama,0
Love U...Mr. Kalakaar!,2011,5.4,403.0,152.0,Drama|Romance,0
Love per Square Foot,2018,7.2,6248.0,133.0,Comedy|Romance,0
Loveshhuda,2016,4.4,511.0,133.0,Comedy|Romance,0
Luck (2009 film),2009,4.8,2187.0,141.0,Action|Adventure|Drama,0
Luck by Chance,2009,7.0,8979.0,156.0,Drama,0
Luckhnowi Ishq,2015,6.9,19.0,127.0,Drama,0
Lucknow Central,2017,6.2,2294.0,133.0,Action|Drama|Music,0
Lucky Kabootar,2014,5.3,66.0,117.0,Comedy,0
Lucky: No Time for Love,2005,4.7,3010.0,180.0,Drama|Musical|Romance,0
Luv U Alia,2015,5.3,77.0,130.0,Family|Romance,0
Luv U Soniyo,2012,5.5,63.0,144.0,Comedy|Romance,0
Léon: The Professional,1994,8.5,1213.5,130.0,Action|Crime|Drama,1
M,1931,8.3,1213.5,130.0,Crime|Mystery|Thriller,1
M Cream,2014,5.7,590.0,112.0,Adventure|Comedy|Drama,0
M.S. Dhoni: The Untold Story,2016,7.7,29352.0,184.0,Biography|Drama|Sport,0
MP3: Mera Pehla Pehla Pyaar,2007,7.1,2028.0,118.0,Comedy|Drama|Musical,0
MSG-2 The Messenger,2015,6.8,8389.0,134.0,Comedy|Drama|Fantasy,0
MSG: The Messenger,2015,6.0,11096.0,197.0,Action|Comedy|Drama,0
MSG: The Warrior Lion Heart,2016,6.9,7323.0,120.0,Adventure|Fantasy|Sci-Fi,0
Maa Tujhhe Salaam (2002 film),2002,3.4,1066.0,162.0,Action|Drama,0
Maan Gaye Mughal-e-Azam,2008,3.1,466.0,130.0,Comedy|Crime|Drama,0
Maatr,2017,4.5,321.0,113.0,Thriller,0
Maazii,2013,6.7,64.0,123.0,Thriller,0
Mac and Me,1988,3.4,14000.0,99.0,Adventure|Comedy|Family,0
Machhli Jal Ki Rani Hai,2014,2.7,136.0,120.0,Horror,0
Machine (2017 film),2017,2.7,636.0,148.0,Action|Mystery|Romance,0
Mad About Dance,2014,6.2,97.0,125.0,Drama|Musical,0
Madaari,2016,7.5,11411.0,133.0,Adventure|Drama|Thriller,0
Made in China (2019 film),2019,6.3,596.0,128.0,Comedy|Drama,0
Madhoshi,2004,4.6,350.0,122.0,Drama|Musical|Mystery,0
Madras Cafe,2013,7.7,21393.0,130.0,Action|Drama|Thriller,0
Magic Magic 3D,2003,3.9,89.0,99.0,Fantasy,0
Mai (2013 film),2013,6.8,90.0,105.0,Drama|Family,0
Main Aisa Hi Hoon,2005,4.7,922.0,162.0,Drama|Family|Musical,0
Main Aur Mr. Riight,2014,5.2,323.0,130.0,Comedy|Romance,0
Main Aurr Mrs Khanna,2009,3.6,2494.0,109.0,Comedy|Drama|Romance,0
Main Hoon Na,2004,7.0,29914.0,179.0,Action|Comedy|Drama,0
Main Hoon Part-Time Killer,2015,7.3,22.0,127.0,Comedy,0
Main Krishna Hoon,2013,5.5,159.0,134.0,Animation|Family|Musical,0
Main Madhuri Dixit Banna Chahti Hoon,2003,6.0,488.0,130.0,Comedy|Drama,0
Main Meri Patni Aur Woh,2005,7.3,1794.0,129.0,Comedy|Drama|Romance,0
Main Prem Ki Diwani Hoon,2003,4.0,3928.0,197.0,Comedy|Drama|Musical,0
Main Tera Hero,2014,5.2,6907.0,128.0,Action|Comedy|Romance,0
Maine Dil Tujhko Diya,2002,3.8,1013.0,154.0,Action|Romance,0
Maine Gandhi Ko Nahin Mara,2005,7.4,673.0,100.0,Drama,0
Maine Pyaar Kyun Kiya?,2005,5.5,4203.0,145.0,Comedy|Drama|Romance,0
Makdee,2002,7.4,1517.0,90.0,Fantasy,0
Malamaal Weekly,2006,6.9,4892.0,137.0,Comedy|Drama|Romance,0
Malik Ek,2010,7.3,20.0,130.0,Biography|Drama|History,0
Mangal Pandey: The Rising,2005,6.6,8873.0,150.0,Biography|Drama|History,0
Manikarnika: The Queen of Jhansi,2019,6.5,7361.0,148.0,Action|Biography|Drama,0
Manjhi – The Mountain Man,2015,8.0,16622.0,120.0,Adventure|Biography|Drama,0
Manjunath (film),2014,7.3,462.0,130.0,Biography|Drama,0
Manmarziyaan,2018,6.9,5754.0,156.0,Romance,0
Manorama Six Feet Under,2007,7.7,6013.0,137.0,Crime|Drama|Mystery,0
Manos: The Hands of Fate,1966,1.6,37000.0,70.0,Horror,0
Manto (2018 film),2018,7.4,2947.0,112.0,Biography|Drama,0
Mantra (2016 film),2017,5.2,165.0,90.0,Drama|Family,0
Maqbool,2003,8.2,7997.0,132.0,Crime|Drama|Thriller,0
Mard Ko Dard Nahi Hota,2018,7.4,3969.0,134.0,Action|Comedy,0
Mardaani,2014,7.3,9623.0,113.0,Action|Crime|Drama,0
Mardaani 2,2019,7.4,8100.0,103.0,Action|Drama|Thriller,0
Margarita with a Straw,2014,7.2,3045.0,100.0,Drama,0
Marigold (2007 film),2007,4.8,1765.0,110.0,Comedy|Romance,0
Marjaavaan,2019,3.6,3100.0,152.0,Action|Romance,0
Market (2003 film),2003,3.6,125.0,160.0,Drama|Musical,0
Married 2 America,2012,4.3,14.0,130.0,Thriller,0
Mary Kom (film),2014,6.8,9307.0,122.0,Action|Biography|Drama,0
Masaan,2015,8.1,19904.0,109.0,Drama,0
Maseeha,2002,4.1,62.0,117.0,Action|Crime|Drama,0
Masti (2004 film),2004,6.2,5413.0,166.0,Comedy|Crime|Mystery,0
Mastizaade,2016,2.3,2343.0,119.0,Comedy,0
Mastram,2013,4.8,414.0,98.0,Biography|Drama,0
Matru Ki Bijlee Ka Mandola,2013,5.6,5794.0,151.0,Comedy|Drama,0
Matrubhoomi,2003,7.7,1850.0,99.0,Drama,0
Mausam (2011 film),2011,4.7,4964.0,161.0,Drama|Romance|War,0
Maximum (film),2012,4.9,187.0,110.0,Action|Crime|Drama,0
Maya (2001 film),2001,7.0,277.0,105.0,Drama,0
Meenaxi: A Tale of Three Cities,2004,6.2,280.0,130.0,Drama|Musical|Romance,0
Meerabai Not Out,2008,4.0,86.0,130.0,Comedy|Drama|Romance,0
Meeruthiya Gangsters,2015,7.2,527.0,129.0,Comedy|Crime,0
Meet the Spartans,2008,2.8,111000.0,87.0,Comedy|Fantasy,0
Mega Shark vs. Giant Octopus,2009,2.5,11000.0,88.0,Action|Adventure|Comedy,0
Meinu Ek Ladki Chaahiye,2014,3.5,8.0,130.0,Comedy|Crime|Drama,0
Memento,2000,8.4,1213.5,130.0,Mystery|Thriller,1
Memories in March,2010,7.1,357.0,104.0,Drama,0
Mercury (film),2018,6.2,774.0,106.0,Horror|Thriller,0
Mere Baap Pehle Aap,2008,5.3,1716.0,163.0,Comedy|Drama|Romance,0
Mere Brother Ki Dulhan,2011,5.8,8390.0,139.0,Comedy|Family|Romance,0
Mere Dad Ki Maruti,2013,6.4,4224.0,101.0,Comedy|Drama|Romance,0
Mere Dost Picture Abhi Baki Hai,2012,3.5,178.0,180.0,Comedy,0
Mere Genie Uncle,2015,4.5,6.0,130.0,Comedy,0
Mere Jeevan Saathi (2006 film),2006,3.5,824.0,129.0,Drama|Music|Romance,0
Mere Pyare Prime Minister,2018,6.8,344.0,104.0,Drama,0
Mere Yaar Ki Shaadi Hai,2002,5.3,1960.0,158.0,Comedy|Drama|Romance,0
Meri Biwi Ka Jawaab Nahin,2004,3.9,627.0,150.0,Action|Comedy|Romance,0
Meri Pyaari Bindu,2017,5.8,3266.0,117.0,Comedy|Drama|Romance,0
Mickey Virus,2013,6.1,2459.0,135.0,Comedy|Thriller,0
Milenge Milenge,2010,4.1,1606.0,109.0,Drama|Romance,0
Miley Naa Miley Hum,2011,3.0,159.0,114.0,Comedy|Drama|Romance,0
