film_title,release_year,imdb_rating,vote_count,duration_min,genre,is_top_100
Ship of Theseus (film),2012,8.0,5833.0,140.0,Drama,0
Shirin Farhad Ki Toh Nikal Padi,2012,4.2,983.0,111.0,Romance,0
Shiva (2006 film),2006,4.0,314.0,160.0,Action|Crime|Drama,0
Shivaay,2016,6.2,9161.0,153.0,Action|Drama|Thriller,0
Shootout at Lokhandwala,2007,7.1,8778.0,122.0,Action|Crime,0
Shor in the City,2010,7.2,3221.0,112.0,Crime|Drama,0
Shorgul,2016,5.7,176.0,132.0,Drama,0
Shortcut Romeo,2013,2.4,238.0,146.0,Action|Crime|Romance,0
Shortcut Safari,2016,6.1,40.0,101.0,Adventure|Drama|Mystery,0
Shortkut,2009,3.4,806.0,142.0,Comedy|Drama,0
Showbiz (film),2007,3.8,108.0,108.0,Action|Crime|Drama,0
Shubh Mangal Saavdhan,2017,6.9,6815.0,119.0,Comedy|Romance,0
Shuddh Desi Romance,2013,5.7,5699.0,141.0,Drama|Romance,0
Shukriya: Till Death Do Us Apart,2004,5.3,130.0,144.0,Drama|Family|Musical,0
Siddharth (2013 film),2013,7.3,582.0,96.0,Drama,0
Sikandar (2009 film),2009,6.4,250.0,110.0,Crime|Drama|Mystery,0
Silsiilay,2005,4.1,661.0,134.0,Drama,0
Simmba,2018,6.3,15829.0,158.0,Action|Comedy|Drama,0
Simran (film),2017,5.3,2681.0,124.0,Crime|Drama|Thriller,0
Singh Is Bliing,2015,5.1,6976.0,141.0,Action|Comedy,0
Singh Is Kinng,2008,5.7,13333.0,135.0,Action|Comedy|Crime,0
Singh Saab the Great,2013,5.7,2044.0,134.0,Action|Drama,0
Singham,2011,6.7,13176.0,143.0,Action|Drama,0
Singham Returns,2014,5.7,6745.0,142.0,Action|Drama,0
Singin' in the Rain,1952,8.3,1213.5,130.0,Comedy|Musical|Romance,1
Sirf (film),2008,6.0,88.0,135.0,Drama,0
Sixteen (2013 Indian film),2013,6.3,1581.0,138.0,Drama|Romance|Thriller,0
Slender Man,2018,3.2,37000.0,93.0,Horror|Mystery|Thriller,0
Smolensk,2016,1.2,40000.0,130.0,Drama|Thriller,0
Soch Lo,2010,6.6,83.0,130.0,Action|Crime|Drama,0
Socha Na Tha,2005,7.5,6878.0,137.0,Comedy|Romance,0
Son of Sardaar,2012,4.0,8258.0,141.0,Action|Comedy,0
Son of the Mask,2005,2.3,59000.0,94.0,Comedy|Family|Fantasy,0
Sonali Cable,2014,5.5,800.0,127.0,Comedy|Drama,0
Sonchiriya,2019,7.5,2322.0,143.0,Action|Crime|Drama,0
Soni (film),2018,7.2,1595.0,97.0,Drama,0
Sons of Ram,2012,6.5,67.0,85.0,Animation|Drama|Musical,0
Sonu Ke Titu Ki Sweety,2018,7.1,17378.0,138.0,Comedy|Romance,0
Sooper Se Ooper,2013,4.3,156.0,130.0,Comedy,0
Sorry Bhai!,2008,6.1,1001.0,154.0,Comedy|Drama|Romance,0
Sorry Daddy,2015,5.4,5.0,130.0,Action,0
Souten: The Other Woman,2006,4.8,34.0,130.0,Thriller,0
Spark (2014 film),2014,5.7,28.0,134.0,Action,0
Special 26,2013,8.0,46590.0,144.0,Crime|Drama|Thriller,0
Speed (2007 film),2007,2.9,480.0,102.0,Action|Crime|Thriller,0
Spice World,1997,3.6,37000.0,93.0,Comedy|Family|Music,0
Spider-Man: Across the Spider-Verse,2023,8.7,1213.5,130.0,Animation|Action|Adventure,1
Spider-Man: Into the Spider-Verse,2018,8.4,1213.5,130.0,Animation|Action|Adventure,1
Spirited Away,2001,8.6,1213.5,130.0,Animation|Adventure|Family,1
Spy Kids 4: All the Time in the World,2011,3.5,28000.0,89.0,Action|Adventure|Comedy,0
Sssshhh...,2003,4.3,293.0,163.0,Horror|Mystery,0
Ssukh,2005,5.3,53.0,130.0,Comedy|Family|Romance,0
Stanley Ka Dabba,2011,7.8,5407.0,96.0,Comedy|Drama|Family,0
Star Wars: Episode IV - A New Hope,1977,8.6,1213.5,130.0,Action|Adventure|Fantasy,1
Star Wars: Episode V - The Empire Strikes Back,1980,8.7,1213.5,130.0,Action|Adventure|Fantasy,1
Star Wars: Episode VI - Return of the Jedi,1983,8.3,1213.5,130.0,Action|Adventure|Fantasy,1
Station (2014 film),2014,7.5,89.0,103.0,Crime|Drama|Thriller,0
Staying Alive (2012 film),2012,5.7,26.0,89.0,Drama,0
Steel,1997,3.0,15000.0,97.0,Action|Adventure|Crime,0
Strangers (2007 Hindi film),2007,5.0,325.0,100.0,Drama|Romance|Thriller,0
Stree (2018 film),2018,7.7,22671.0,128.0,Comedy|Horror,0
Striker (2010 film),2010,7.0,966.0,128.0,Action|Crime|Drama,0
Strings of Passion,2014,6.8,31.0,100.0,Drama,0
Student of the Year,2012,5.4,13358.0,146.0,Comedy|Drama|Romance,0
Student of the Year 2,2019,2.2,22000.0,146.0,Action|Comedy|Drama,0
Stumped (film),2003,2.6,104.0,121.0,Comedy|Drama|Sport,0
Style (2001 film),2001,6.7,1607.0,157.0,Comedy|Musical|Mystery,0
Sui Dhaaga,2018,6.8,5850.0,122.0,Comedy|Drama,0
Sukhmani: Hope for Life,2010,5.7,26.0,130.0,Drama,0
Sulemani Keeda,2014,7.2,2419.0,89.0,Comedy|Romance,0
Sultan (2016 film),2016,7.0,34328.0,170.0,Action|Drama|Sport,0
Summer 2007,2008,6.4,224.0,130.0,Crime|Drama|Thriller,0
Sunday (2008 film),2008,5.3,2349.0,135.0,Action|Comedy|Mystery,0
Sunglass (film),2013,6.5,24.0,100.0,Comedy|Drama|Thriller,0
Suno Sasurjee,2004,2.4,133.0,169.0,Action|Comedy|Musical,0
Sunset Blvd.,1950,8.4,1213.5,130.0,Drama|Film-Noir,1
Super 30 (film),2019,8.2,13972.0,154.0,Biography|Drama,0
Super Model (film),2013,1.9,145.0,83.0,Drama|Mystery|Romance,0
Super Nani,2014,4.7,351.0,133.0,Comedy|Drama|Family,0
Superbabies: Baby Geniuses 2,2004,1.5,32000.0,88.0,Comedy|Family|Sci-Fi,0
Superman IV: The Quest for Peace,1987,3.7,52000.0,90.0,Action|Adventure|Sci-Fi,0
Sur – The Melody of Life,2002,6.4,413.0,130.0,Drama|Musical|Romance,0
Swades,2004,8.2,76737.0,210.0,Drama,0
Swami (2007 film),2007,7.0,327.0,140.0,Drama,0
Sweetiee Weds NRI,2017,3.5,212.0,116.0,Comedy|Drama|Romance,0
Ta Ra Rum Pum,2007,5.6,3845.0,153.0,Family|Romance|Sport,0
Taare Zameen Par,2007,8.4,148498.0,165.0,Drama|Family,0
Taarzan: The Wonder Car,2004,4.4,2250.0,163.0,Action|Fantasy|Thriller,0
Table No. 21,2013,7.1,10364.0,108.0,Adventure|Thriller,0
Tahaan,2008,7.1,773.0,97.0,Drama,0
Taj Mahal: An Eternal Love Story,2005,5.2,154.0,164.0,Drama|History|Musical,0
Take It Easy (2015 film),2015,7.8,12.0,130.0,Drama,0
Talaash: The Answer Lies Within,2012,7.2,36801.0,140.0,Crime|Drama|Mystery,0
Talaash: The Hunt Begins...,2003,4.7,1292.0,153.0,Action|Drama|Mystery,0
Talvar (film),2015,8.2,26612.0,132.0,Crime|Drama|Mystery,0
Tamanchey,2014,4.6,275.0,113.0,Crime|Romance,0
Tango Charlie,2005,6.0,1488.0,142.0,Action|Adventure|Drama,0
Tanu Weds Manu,2011,6.7,12091.0,113.0,Comedy|Drama|Romance,0
Tanu Weds Manu: Returns,2015,7.7,24338.0,128.0,Comedy|Drama|Romance,0
Tashan (film),2008,3.8,4580.0,120.0,Action|Drama|Romance,0
Tathastu,2006,4.5,399.0,113.0,Crime|Drama|Thriller,0
Taxi No. 9211,2006,7.2,8717.0,116.0,Comedy|Drama|Thriller,0
Te3n,2016,7.2,10451.0,136.0,Drama|Mystery|Thriller,0
Teen Patti (film),2010,4.1,1341.0,142.0,Crime|Drama|Thriller,0
Teen Thay Bhai,2011,4.3,297.0,130.0,Comedy|Drama,0
Tees Maar Khan,2010,2.6,14000.0,135.0,Comedy|Crime,0
Tees Maar Khan (2010 film),2010,2.5,10417.0,135.0,Comedy|Crime,0
Teesri Aankh: The Hidden Camera,2006,2.5,272.0,111.0,Action|Crime|Thriller,0
Tehzeeb (2003 film),2003,6.0,476.0,143.0,Drama,0
Tell Me O Kkhuda,2011,2.5,316.0,125.0,Action|Crime|Drama,0
Tera Kya Hoga Johnny,2009,6.0,191.0,155.0,Crime|Drama|Thriller,0
Tera Mera Saath Rahen,2001,4.9,278.0,148.0,Drama,0
Tere Bin Laden,2010,7.2,9872.0,95.0,Comedy|Drama,0
Tere Bin Laden: Dead or Alive,2016,4.3,771.0,104.0,Comedy,0
Tere Mere Phere,2011,5.4,237.0,120.0,Comedy|Drama|Romance,0
Tere Naal Love Ho Gaya,2012,5.8,3831.0,130.0,Comedy|Drama|Romance,0
Tere Naam,2003,7.1,15219.0,132.0,Action|Drama|Romance,0
Teri Meri Kahaani (film),2012,4.7,3669.0,117.0,Comedy|Drama|Romance,0
Terminator 2: Judgment Day,1991,8.6,1213.5,130.0,Action|Sci-Fi,1
Tevar,2015,4.1,2756.0,157.0,Action|Drama|Romance,0
Texas Chainsaw Massacre: The Next Generation,1994,3.3,25000.0,87.0,Comedy|Horror|Thriller,0
Tezz,2012,3.9,2001.0,121.0,Action|Crime|Drama,0
Thackeray (film),2019,5.1,2301.0,120.0,Biography|Drama,0
Thank You (2011 film),2011,4.6,4747.0,125.0,Comedy,0
Thanks Maa,2009,8.0,666.0,120.0,Crime|Drama,0
The Accidental Prime Minister (film),2019,6.1,5549.0,112.0,Biography|Drama,0
The Adventures of Sharkboy and Lavagirl 3-D,2005,3.7,41000.0,93.0,Action|Adventure|Comedy,0
The Avengers,1998,3.8,45000.0,89.0,Action|Adventure|Sci-Fi,0
The Blue Umbrella (2005 film),2005,7.6,1663.0,90.0,Comedy|Drama|Family,0
The Blueberry Hunt,2016,5.7,186.0,110.0,Action|Thriller,0
The Boat,1981,8.4,1213.5,130.0,Drama|War,1
The Bypass,2003,7.6,810.0,17.0,Crime|Short,0
The Cost of Deception,2021,1.5,40000.0,130.0,Action|Crime|Drama,0
The Dark Knight,2008,9.0,1213.5,130.0,Action|Crime|Drama,1
The Dark Knight Rises,2012,8.4,1213.5,130.0,Action|Drama,1
The Departed,1998,8.5,1213.5,130.0,Crime|Drama|Thriller,1
The Dirty Picture,2011,6.6,8067.0,144.0,Biography|Drama,0
The Emoji Movie,2017,3.4,69000.0,86.0,Animation|Adventure|Comedy,0
The Film,2005,6.5,78.0,144.0,Crime|Drama|Mystery,0
The Film Emotional Atyachar,2010,6.0,278.0,87.0,Comedy|Crime|Drama,0
The Final Exit,2017,6.2,40.0,119.0,Horror,0
The Flintstones in Viva Rock Vegas,2000,3.7,25000.0,90.0,Comedy|Family|Romance,0
The Fog,2005,3.7,39000.0,100.0,Horror|Mystery,0
The Ghazi Attack,2017,7.6,10332.0,116.0,Action|Thriller|War,0
The Godfather,1972,9.2,1213.5,130.0,Crime|Drama,1
The Godfather Part II,1974,9.0,1213.5,130.0,Crime|Drama,1
"The Good, the Bad and the Ugly",1966,8.8,1213.5,130.0,Adventure|Western,1
The Great Dictator,1940,8.4,1213.5,130.0,Comedy|Drama|War,1
The Green Mile,1999,8.6,1213.5,130.0,Crime|Drama|Fantasy,1
The Hero: Love Story of a Spy,2003,5.2,1901.0,160.0,Action|Adventure|Drama,0
The Hottie & the Nottie,2008,2.0,39000.0,91.0,Comedy|Romance,0
The Human Centipede III (Final Sequence),2015,2.7,19000.0,102.0,Comedy|Horror,0
The Hungover Games,2014,3.5,16000.0,85.0,Adventure|Comedy|Fantasy,0
The Hunt,2012,8.3,1213.5,130.0,Drama,1
The Intouchables,2011,8.5,1213.5,130.0,Biography|Comedy|Drama,1
The Japanese Wife,2010,7.6,1949.0,105.0,Drama|Romance,0
The Journey of Karma,2018,6.3,50.0,98.0,Drama,0
The Killer (2006 film),2006,4.6,929.0,117.0,Action|Comedy|Crime,0
The Last Lear,2007,7.0,1000.0,130.0,Drama,0
The Legend of Bhagat Singh,2002,8.1,13455.0,155.0,Action|Biography|Drama,0
The Lion King,1994,8.5,1213.5,130.0,Animation|Adventure|Drama,1
The Lives of Others,2006,8.4,1213.5,130.0,Drama|Mystery|Thriller,1
The Lord of the Rings: The Fellowship of the Ring,2001,8.8,1213.5,130.0,Action|Adventure|Drama,1
The Lord of the Rings: The Return of the King,2003,9.0,1213.5,130.0,Action|Adventure|Drama,1
The Lord of the Rings: The Two Towers,2002,8.8,1213.5,130.0,Action|Adventure|Drama,1
The Love Guru,2008,3.8,54000.0,87.0,Comedy|Romance|Sport,0
The Lunchbox,2013,7.8,43790.0,104.0,Drama|Romance,0
The Master of Disguise,2002,3.3,27000.0,80.0,Adventure|Comedy|Family,0
The Matrix,1999,8.7,1213.5,130.0,Action|Sci-Fi,1
The Namesake (film),2006,7.5,18211.0,122.0,Drama,0
The NeverEnding Story III,1994,3.2,12000.0,95.0,Adventure|Comedy|Family,0
The Open House,2018,3.3,36000.0,94.0,Horror|Thriller,0
The Pianist,2002,8.5,1213.5,130.0,Biography|Drama|Music,1
The Pink Mirror,2003,4.4,123.0,40.0,Comedy|Short,0
The Prestige,2006,8.5,1213.5,130.0,Drama|Mystery|Sci-Fi,1
The Room,2003,3.6,94000.0,99.0,Drama,0
The Shaukeens,2014,5.0,2632.0,124.0,Comedy,0
The Shawshank Redemption,1994,9.3,1213.5,130.0,Drama,1
The Shining,1980,8.4,1213.5,130.0,Drama|Horror,1
The Silence of the Lambs,1991,8.6,1213.5,130.0,Crime|Drama|Thriller,1
The Silent Heroes,2015,6.6,57.0,115.0,Adventure|Drama|Family,0
The Sky Is Pink,2019,6.6,1659.0,143.0,Drama|Family|Romance,0
The Starving Games,2013,3.2,22000.0,83.0,Adventure|Comedy|Sci-Fi,0
The Stoneman Murders,2009,7.4,2197.0,95.0,Crime|Drama|Mystery,0
The Tashkent Files,2019,8.0,5524.0,134.0,Drama|Mystery|Thriller,0
The Train (2007 film),2007,4.3,950.0,134.0,Crime|Drama|Thriller,0
The Usual Suspects,1995,8.5,1213.5,130.0,Crime|Drama|Mystery,1
The Wicker Man,2006,3.8,71000.0,102.0,Horror|Mystery|Thriller,0
The Xposé,2014,3.2,1419.0,113.0,Thriller,0
The Zoya Factor (film),2019,4.1,683.0,134.0,Comedy|Drama|Romance,0
Thoda Lutf Thoda Ishq,2015,4.1,52.0,130.0,Comedy|Romance,0
Thoda Pyaar Thoda Magic,2008,4.9,2093.0,145.0,Comedy|Drama|Family,0
Thoda Tum Badlo Thoda Hum,2004,5.7,15.0,130.0,Drama|Romance,0
Thodi Life Thoda Magic,2008,4.2,37.0,130.0,Drama,0
Thugs of Hindostan,2018,4.0,15980.0,164.0,Action|Adventure,0
Tiger Zinda Hai,2017,6.0,19760.0,161.0,Action|Adventure|Thriller,0
Titli (2014 film),2014,7.6,3677.0,116.0,Action|Drama|Thriller,0
Titoo MBA,2014,4.8,88.0,111.0,Comedy|Romance,0
Toh Baat Pakki!,2010,5.2,339.0,122.0,Comedy|Drama,0
Toilet: Ek Prem Katha,2017,7.2,15738.0,155.0,Comedy|Drama,0
Tom Dick and Harry (2006 film),2006,3.2,515.0,137.0,Comedy|Romance,0
Toonpur Ka Super Hero,2010,4.2,628.0,95.0,Action|Adventure|Animation,0
Total Dhamaal,2019,4.3,4817.0,130.0,Action|Adventure|Comedy,0
Total Siyapaa,2014,5.0,2726.0,108.0,Comedy|Drama|Romance,0
Toy Story,1995,8.3,1213.5,130.0,Animation|Adventure|Comedy,1
Toy Story 3,2010,8.3,1213.5,130.0,Animation|Adventure|Comedy,1
Traffic (2016 film),2016,6.7,2317.0,104.0,Adventure|Drama|Thriller,0
Traffic Signal (film),2007,6.5,1356.0,130.0,Drama,0
Trapped (2016 Hindi film),2016,7.5,8295.0,105.0,Action|Drama|Thriller,0
Troll 2,1990,2.9,34000.0,95.0,Comedy|Fantasy|Horror,0
Trump Card (film),2010,2.7,16.0,130.0,Action|Drama|Mystery,0
Tubelight (2017 Hindi film),2017,4.0,12911.0,136.0,Drama|War,0
Tujhe Meri Kasam,2003,6.5,323.0,155.0,Romance,0
Tulsi (film),2008,6.2,47.0,134.0,Drama,0
Tum Bin,2001,7.5,2879.0,158.0,Drama|Romance,0
Tum Bin II,2016,4.8,1028.0,147.0,Drama|Romance,0
Tum Mile,2009,4.9,1296.0,140.0,Drama|Romance,0
Tum Milo Toh Sahi,2010,5.7,307.0,128.0,Comedy|Drama,0
Tum Se Achcha Kaun Hai,2002,4.6,147.0,150.0,Drama|Musical|Romance,0
Tumbbad,2018,8.2,16535.0,104.0,Drama|Fantasy|Horror,0
Tumhari Sulu,2017,7.0,4027.0,150.0,Comedy|Drama,0
Tumko Na Bhool Paayenge,2002,5.6,2384.0,160.0,Action|Mystery|Romance,0
Tumsa Nahin Dekha: A Love Story,2004,4.5,623.0,128.0,Musical|Romance,0
Turks in Space,2006,1.5,17000.0,110.0,Action|Comedy|Sci-Fi,0
Turning 30,2011,5.2,351.0,121.0,Comedy|Drama|Romance,0
U Me Aur Hum,2008,5.9,2325.0,156.0,Drama|Romance,0
U R My Jaan,2011,6.0,91.0,140.0,Romance,0
Udaan (2010 film),2010,8.2,39567.0,134.0,Drama,0
Udta Punjab,2016,7.8,23995.0,148.0,Action|Crime|Drama,0
Ugly (film),2013,8.1,17483.0,128.0,Crime|Drama|Mystery,0
Ujda Chaman,2019,8.1,1440.0,120.0,Comedy,0
Umar (film),2006,5.7,61.0,135.0,Crime|Drama|Musical,0
Umrao Jaan (2006 film),2006,5.5,1757.0,188.0,Drama|Romance,0
Umrika,2015,6.6,1034.0,98.0,Comedy|Drama,0
Ungli,2014,5.7,3208.0,114.0,Crime|Drama|Thriller,0
Union Leader (film),2017,7.6,1503.0,106.0,Drama,0
United Six,2011,3.9,43.0,130.0,Action|Drama|Thriller,0
Uri: The Surgical Strike,2019,8.4,35112.0,138.0,Action|Drama|War,0
Utt Pataang,2011,6.1,285.0,120.0,Comedy|Drama,0
Utthaan,2006,4.4,27.0,180.0,Drama|Romance|Thriller,0
Uvaa,2015,4.9,130.0,138.0,Comedy|Drama,0
Vaada (film),2005,5.6,760.0,122.0,Crime|Drama|Mystery,0
Vaada Raha,2009,5.4,327.0,101.0,Drama,0
Vaah! Life Ho Toh Aisi!,2005,4.4,1896.0,153.0,Comedy|Drama|Family,0
Vaastu Shastra (film),2004,4.9,585.0,106.0,Horror|Mystery,0
Valentine's Night,2012,2.7,23.0,130.0,Romance|Thriller,0
Vampires Suck,2010,3.4,51000.0,82.0,Comedy|Horror,0
Veer (2010 film),2010,4.6,6801.0,169.0,Action|Adventure|Drama,0
Veer-Zaara,2004,7.8,45896.0,192.0,Drama|Family|Musical,0
Veerappan (2016 film),2016,5.3,590.0,125.0,Action|Biography|Crime,0
Veerey Ki Wedding,2018,2.8,380.0,131.0,Comedy|Romance,0
Via Darjeeling,2008,5.5,155.0,104.0,Drama|Mystery|Thriller,0
Viceroy's House (film),2017,6.7,5993.0,106.0,Biography|Drama|History,0
Vicky Donor,2012,7.8,36545.0,126.0,Comedy|Romance,0
Victory (2009 film),2009,3.7,427.0,160.0,Drama|Sport,0
Vidyaarthi,2006,5.0,8.0,250.0,Action,0
Viruddh... Family Comes First,2005,7.1,1939.0,132.0,Drama|Family,0
Vishwaroopam,2013,8.2,38016.0,148.0,Action|Thriller,0
Vivah,2006,6.6,8290.0,160.0,Drama|Family|Musical,0
Vodka Diaries,2018,5.6,959.0,120.0,Mystery|Thriller,0
W (2014 film),2014,6.8,43.0,137.0,Crime|Musical|Thriller,0
WALL·E,2008,8.4,1213.5,130.0,Animation|Adventure|Family,1
Waah! Tera Kya Kehna,2002,3.7,203.0,130.0,Comedy,0
Waarrior Savitri,2016,5.0,270.0,136.0,Action|Thriller,0
Wafa: A Deadly Love Story,2008,3.9,66.0,120.0,Drama|Mystery|Romance,0
Wah Taj,2016,6.1,72.0,125.0,Drama,0
Waisa Bhi Hota Hai Part II,2003,7.3,675.0,137.0,Comedy|Crime|Drama,0
Waiting (2015 film),2015,7.2,1492.0,92.0,Drama,0
Wajah Tum Ho,2016,4.3,1000.0,136.0,Drama|Mystery|Romance,0
Wake Up India,2013,6.3,6.0,130.0,Drama,0
Wake Up Sid,2009,7.6,25630.0,138.0,Comedy|Drama|Romance,0
Wanted (2009 film),2009,6.6,17321.0,147.0,Action|Thriller,0
Waqt: The Race Against Time,2005,6.8,9084.0,153.0,Comedy|Drama|Family,0
War Chhod Na Yaar,2013,5.5,866.0,119.0,Comedy|War,0
War and Peace (2002 film),2002,8.3,113.0,148.0,Documentary|War,0
Waris Shah: Ishq Daa Waaris,2006,7.0,195.0,138.0,Drama|History,0
Wedding Anniversary,2017,5.4,53.0,108.0,Drama,0
Wedding Pullav,2015,3.9,170.0,124.0,Comedy|Romance,0
Welcome (2007 film),2007,6.8,15994.0,159.0,Comedy|Romance,0
Welcome 2 Karachi,2015,4.3,1013.0,131.0,Action|Comedy|War,0
Welcome Back (film),2015,4.2,5133.0,152.0,Action|Comedy|Crime,0
Welcome to Sajjanpur,2008,6.9,2895.0,133.0,Comedy|Drama,0
Well Done Abba,2009,7.3,1602.0,144.0,Comedy,0
What the Fish,2013,5.1,151.0,98.0,Adventure|Comedy|Drama,0
What's Your Raashee?,2009,4.6,2417.0,195.0,Comedy|Drama|Romance,0
Whiplash,2014,8.5,1213.5,130.0,Drama|Music,1
Who's Your Caddy?,2007,2.2,15000.0,93.0,Comedy|Sport,0
Why Cheat India,2019,6.0,1891.0,121.0,Crime|Drama,0
Winnie the Pooh: Blood and Honey,2023,2.9,24000.0,84.0,Horror,0
Witness for the Prosecution,1957,8.4,1213.5,130.0,Crime|Drama|Mystery,1
Woh Lamhe...,2006,6.6,1115.0,156.0,Biography|Drama|Romance,0
Woodstock Villa,2008,3.4,370.0,130.0,Drama|Mystery|Thriller,0
Xcuse Me,2003,5.7,682.0,152.0,Comedy,0
Ya Rab,2014,6.1,270.0,120.0,Drama,0
Yaadein (2001 film),2001,4.4,3034.0,171.0,Drama|Musical|Romance,0
Yaaram (2019 film),2019,5.7,7.0,130.0,Comedy|Romance,0
Yadvi – The Dignified Princess,2017,8.2,28.0,107.0,Biography|Drama|History,0
Yakeen (2005 film),2005,5.1,651.0,116.0,Drama|Thriller,0
Yamla Pagla Deewana,2011,5.6,3739.0,163.0,Action|Comedy|Drama,0
Yamla Pagla Deewana: Phir Se,2018,4.8,887.0,145.0,Action|Comedy,0
Yatra (2007 film),2006,6.3,128.0,129.0,Drama,0
Yeh Dil,2003,3.9,175.0,147.0,Drama|Romance,0
Yeh Dil Aashiqanaa,2002,4.3,225.0,152.0,Action|Romance,0
Yeh Dooriyan,2011,5.1,68.0,107.0,Drama|Romance,0
Yeh Hai Bakrapur,2014,3.8,240.0,95.0,Comedy|Drama,0
Yeh Hai India,2017,5.7,169.0,128.0,Action|Adventure|Drama,0
Yeh Hai Jalwa,2002,4.8,1997.0,165.0,Comedy|Drama|Romance,0
Yeh Jawaani Hai Deewani,2013,7.1,34952.0,160.0,Comedy|Drama|Musical,0
Yeh Kaisi Mohabbat,2002,4.0,29.0,160.0,Drama|Musical|Romance,0
Yeh Khula Aasmaan,2012,6.9,24.0,130.0,Family,0
Yeh Kya Ho Raha Hai?,2002,4.8,217.0,130.0,Comedy|Romance,0
Yeh Lamhe Judaai Ke,2004,3.8,1519.0,135.0,Drama|Mystery|Romance,0
Yeh Mera India,2008,7.8,871.0,137.0,Crime|Drama|Thriller,0
Yeh Mohabbat Hai,2002,5.2,60.0,130.0,Action|Romance,0
Yeh Raaste Hain Pyaar Ke,2001,4.0,607.0,149.0,Drama|Romance,0
Yeh Saali Aashiqui,2019,7.9,3200.0,137.0,Thriller,0
Yeh Teraa Ghar Yeh Meraa Ghar,2001,5.7,704.0,175.0,Comedy|Drama,0
Yeh Zindagi Ka Safar,2001,3.0,133.0,146.0,Drama,0
Youngistaan,2014,5.1,1742.0,133.0,Drama,0
Your Name.,2016,8.4,1213.5,130.0,Animation|Drama|Fantasy,1
Yun Hota Toh Kya Hota,2006,6.7,584.0,115.0,Drama,0
Yuva,2004,7.4,8045.0,161.0,Action|Drama|Thriller,0
Yuvvraaj,2008,4.1,3707.0,151.0,Comedy|Drama|Romance,0
Zameen (2003 film),2003,5.3,1324.0,154.0,Action|Adventure|Thriller,0
Zameer: The Fire Within,2005,2.9,293.0,137.0,Drama|Romance,0
Zed Plus,2014,6.5,336.0,141.0,Comedy,0
Zeher,2005,5.4,1717.0,132.0,Crime|Drama|Mystery,0
Zero (2018 film),2018,5.5,21456.0,164.0,Comedy|Drama|Romance,0
Zid (2014 film),2014,4.4,929.0,126.0,Crime|Thriller,0
Zila Ghaziabad,2013,3.5,1187.0,142.0,Action|Crime|Thriller,0
Zinda (film),2006,5.0,3017.0,116.0,Action|Drama|Mystery,0
Zindaggi Rocks,2006,4.0,227.0,130.0,Drama|Romance,0
Zindagi 50-50,2013,2.7,208.0,130.0,Comedy|Drama,0
Zindagi Khoobsoorat Hai,2002,5.8,46.0,130.0,Drama|Family,0
Zindagi Na Milegi Dobara,2011,8.1,60826.0,155.0,Comedy|Drama,0
Zindagi Tere Naam,2012,4.7,27.0,120.0,Romance,0
Zokkomon,2011,4.0,274.0,109.0,Action|Adventure,0
Zor Lagaa Ke...Haiya!,2009,6.4,46.0,130.0,Comedy|Drama|Family,0
Zubeidaa,2001,6.2,1384.0,153.0,Biography|Drama|History,0
